,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Firmicutes;Bacilli;Lactobacillales;__,20.63492063,13.63636364,19.56521739,58.82352941,11.32075472,1.666666667,75,33.33333333,25,37.5,0,71.875,100,18.18181818,10.52631579,100,54.83870968,59.25925926,85.71428571,92.30769231,96,28.57142857,72.22222222,21.66666667,0,14.28571429,0,0,5.882352941,0,14.28571429,20,40,10.52631579,0,0,32.40740741,1.851851852,6.896551724,81.66666667,30.55555556
Bacteria;Firmicutes;Bacilli;Lactobacillales;unclassified_Lactobacillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.703703704,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;__;__,1.587301587,4.545454545,54.34782609,0,13.20754717,15,50,0,0,0,1.886792453,0,18.18181818,0,7.01754386,33.33333333,3.225806452,11.11111111,0,23.07692308,8,19.04761905,20.37037037,18.33333333,25,14.28571429,14.28571429,33.33333333,11.76470588,33.33333333,4.761904762,40,20,10.52631579,33.33333333,0,11.11111111,0,6.896551724,3.333333333,2.777777778
Bacteria;Firmicutes;Bacilli;unclassified_Bacilli;,0,0,2.173913043,0,0,6.666666667,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae1,57.14285714,18.18181818,6.52173913,23.52941176,11.32075472,20,25,0,0,37.5,9.433962264,90.625,45.45454545,81.81818182,10.52631579,50,96.77419355,68.51851852,14.28571429,69.23076923,40,14.28571429,31.48148148,18.33333333,0,0,0,0,0,0,14.28571429,0,40,15.78947368,0,22.22222222,50.92592593,79.62962963,10.34482759,75,63.88888889
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae2,3.174603175,31.81818182,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3.225806452,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXI,4.761904762,13.63636364,2.173913043,41.17647059,3.773584906,0,0,33.33333333,0,0,0,25,0,22.72727273,3.50877193,8.333333333,19.35483871,29.62962963,0,42.30769231,8,0,3.703703704,11.66666667,50,42.85714286,71.42857143,0,41.17647059,33.33333333,9.523809524,40,0,42.10526316,50,33.33333333,18.51851852,0,0,35,33.33333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXII,0,18.18181818,0,0,0,0,25,0,0,0,13.20754717,0,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778,1.851851852,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXVIII,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae,4.761904762,0,0,0,1.886792453,1.666666667,0,0,0,12.5,0,3.125,0,0,1.754385965,0,3.225806452,27.77777778,0,3.846153846,8,0,3.703703704,6.666666667,0,0,0,0,0,0,4.761904762,0,60,0,0,0,5.555555556,3.703703704,0,1.666666667,30.55555556
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae,0,0,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37037037,0,11.53846154,4,0,0,1.666666667,0,0,0,0,0,0,0,20,0,0,0,0,11.11111111,0,0,6.666666667,19.44444444
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae,0,0,0,0,0,3.333333333,0,0,0,0,0,0,9.090909091,27.27272727,1.754385965,0,0,1.851851852,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,4.62962963,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,31.74603175,9.090909091,13.04347826,70.58823529,16.98113208,16.66666667,75,66.66666667,0,25,3.773584906,68.75,27.27272727,81.81818182,17.54385965,8.333333333,96.77419355,75.92592593,85.71428571,88.46153846,28,14.28571429,22.22222222,28.33333333,50,28.57142857,28.57142857,0,47.05882353,33.33333333,42.85714286,20,60,42.10526316,33.33333333,55.55555556,52.77777778,72.22222222,17.24137931,91.66666667,66.66666667
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae1,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae2,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,14.28571429,0,29.41176471,33.33333333,0,20,0,10.52631579,16.66666667,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,38.0952381,22.72727273,4.347826087,35.29411765,9.433962264,5,100,0,0,0,30.18867925,81.25,18.18181818,90.90909091,5.263157895,8.333333333,70.96774194,48.14814815,42.85714286,65.38461538,24,9.523809524,25.92592593,6.666666667,0,0,14.28571429,0,0,0,4.761904762,0,0,15.78947368,0,33.33333333,30.55555556,79.62962963,10.34482759,71.66666667,16.66666667
Bacteria;Firmicutes;Clostridia;Clostridiales;Proteinivoraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae,25.3968254,22.72727273,13.04347826,70.58823529,13.20754717,16.66666667,75,33.33333333,0,37.5,3.773584906,50,36.36363636,54.54545455,10.52631579,25,100,87.03703704,71.42857143,84.61538462,36,4.761904762,25.92592593,20,12.5,0,42.85714286,33.33333333,17.64705882,33.33333333,19.04761905,20,60,42.10526316,16.66666667,66.66666667,63.88888889,46.2962963,17.24137931,88.33333333,86.11111111
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111
Bacteria;Firmicutes;Clostridia;Clostridiales;__,6.349206349,22.72727273,15.2173913,29.41176471,5.660377358,3.333333333,75,33.33333333,0,12.5,15.09433962,37.5,0,22.72727273,3.50877193,8.333333333,22.58064516,35.18518519,14.28571429,19.23076923,24,4.761904762,27.77777778,5,0,14.28571429,28.57142857,0,5.882352941,0,4.761904762,20,20,21.05263158,0,33.33333333,25,22.22222222,0,33.33333333,38.88888889
Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified_Clostridiales,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,22.22222222,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806452,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,2.777777778
Bacteria;Firmicutes;Clostridia;__;__,3.174603175,0,2.173913043,0,0,1.666666667,0,0,0,0,0,0,0,9.090909091,3.50877193,16.66666667,3.225806452,22.22222222,0,3.846153846,12,4.761904762,1.851851852,1.666666667,0,0,0,0,0,0,4.761904762,0,20,0,0,0,4.62962963,1.851851852,0,1.666666667,8.333333333
Bacteria;Firmicutes;Clostridia;unclassified_Clostridia;,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae,1.587301587,0,2.173913043,5.882352941,3.773584906,8.333333333,50,0,0,12.5,0,15.625,9.090909091,27.27272727,12.28070175,8.333333333,29.03225806,40.74074074,42.85714286,15.38461538,40,9.523809524,14.81481481,10,0,0,0,33.33333333,5.882352941,0,9.523809524,0,40,0,0,11.11111111,25,68.51851852,6.896551724,30,55.55555556
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0,0,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae,3.174603175,4.545454545,0,11.76470588,0,0,0,0,50,0,9.433962264,3.125,0,9.090909091,0,0,3.225806452,1.851851852,0,7.692307692,0,0,0,3.333333333,12.5,28.57142857,14.28571429,33.33333333,17.64705882,0,0,80,20,21.05263158,33.33333333,22.22222222,8.333333333,1.851851852,0,6.666666667,2.777777778
Bacteria;Firmicutes;Negativicutes;Selenomonadales;__,1.587301587,0,0,23.52941176,3.773584906,1.666666667,0,0,0,12.5,0,21.875,0,0,1.754385965,0,16.12903226,18.51851852,14.28571429,50,0,0,1.851851852,0,0,0,0,0,0,0,4.761904762,0,40,0,0,0,16.66666667,3.703703704,3.448275862,28.33333333,11.11111111
Bacteria;Firmicutes;Negativicutes;Selenomonadales;unclassified_Selenomonadales,3.174603175,0,0,17.64705882,1.886792453,0,0,0,0,0,0,18.75,0,4.545454545,1.754385965,0,3.225806452,14.81481481,42.85714286,26.92307692,0,0,5.555555556,13.33333333,0,0,0,0,0,0,0,0,20,0,0,0,4.62962963,1.851851852,0,23.33333333,8.333333333
Bacteria;Firmicutes;__;__;__,26.98412698,13.63636364,8.695652174,64.70588235,39.62264151,46.66666667,100,0,25,50,32.0754717,34.375,63.63636364,54.54545455,35.0877193,58.33333333,100,85.18518519,71.42857143,61.53846154,40,28.57142857,66.66666667,13.33333333,25,14.28571429,71.42857143,100,11.76470588,33.33333333,33.33333333,20,40,26.31578947,50,11.11111111,71.2962963,59.25925926,34.48275862,88.33333333,77.77777778
Bacteria;Firmicutes;unclassified_Firmicutes;;__,4.761904762,9.090909091,0,0,7.547169811,8.333333333,25,0,0,25,11.32075472,3.125,0,13.63636364,3.50877193,16.66666667,3.225806452,16.66666667,0,7.692307692,0,4.761904762,11.11111111,3.333333333,12.5,0,0,0,0,0,14.28571429,20,20,0,0,0,7.407407407,3.703703704,3.448275862,5,11.11111111
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae,4.761904762,68.18181818,6.52173913,11.76470588,1.886792453,5,50,0,0,0,62.26415094,15.625,36.36363636,27.27272727,0,25,90.32258065,44.44444444,28.57142857,53.84615385,16,0,25.92592593,6.666666667,0,14.28571429,0,0,17.64705882,0,14.28571429,0,20,15.78947368,16.66666667,22.22222222,37.96296296,72.22222222,10.34482759,70,27.77777778
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae,3.174603175,4.545454545,2.173913043,11.76470588,1.886792453,0,0,0,25,0,5.660377358,3.125,0,0,1.754385965,0,0,14.81481481,0,19.23076923,0,4.761904762,1.851851852,10,25,0,0,0,11.76470588,0,4.761904762,0,0,10.52631579,33.33333333,11.11111111,4.62962963,1.851851852,0,5,5.555555556
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;__,0,0,0,0,0,0,0,0,0,0,3.773584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
